adjuster_id,skill_business,skill_personal,will_travel,home_city,home_state,home_lat,home_lon,shift_capacity_days
56368661,2,3,True,Independence,MO,39.0924792,-94.4137923,1.0
21204478,3,3,True,Knoxville,TN,35.9603948,-83.9210261,1.0
99925754,2,3,True,Knoxville,TN,35.9603948,-83.9210261,1.0
90406456,4,4,True,Albuquerque,NM,35.0841034,-106.650985,1.0
94370024,1,3,True,Houston,TX,29.7589382,-95.3676974,1.0
93101190,1,3,True,Houston,TX,29.7589382,-95.3676974,1.0
84638077,1,1,True,Wyomissing,PA,40.329537,-75.9652117,1.0
40504952,1,1,True,Franklin,TN,35.925206,-86.8689419,1.0
18336561,3,3,True,South Portland,ME,43.6382443,-70.2529189,1.0
83458528,3,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
40336018,3,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
89313217,1,3,True,Albany,NY,42.6511674,-73.754968,1.0
49505865,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
17566082,5,5,True,Naperville,IL,41.7728699,-88.1479278,1.0
59321509,5,5,True,Brookfield,WI,43.0615578,-88.1260678,1.0
38822188,3,3,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
17597223,5,5,True,Troy,MI,42.6055893,-83.1499304,1.0
95664184,4,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
91645588,3,3,True,Naperville,IL,41.7728699,-88.1479278,1.0
54333554,3,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
77816743,2,2,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
59914765,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
43924528,3,3,True,Birmingham,AL,33.5206824,-86.8024326,1.0
25351257,4,4,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
95043417,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
44213601,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
71624312,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
85665453,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
69361491,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
49934194,0,1,True,Hunt Valley,MD,39.4962709,-76.6542571,1.0
11788873,2,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
60276871,1,1,True,Independence,MO,39.0924792,-94.4137923,1.0
76887985,0,3,True,White Plains,NY,41.0339862,-73.7629097,1.0
91841274,2,1,True,Virtual,SC,34.1718723,-82.1564776,1.0
15483039,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
87388759,3,3,True,Albuquerque,NM,35.0841034,-106.650985,1.0
66931509,3,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
95561381,1,4,True,Boston,MA,42.3588336,-71.0578303,1.0
74608681,1,1,True,Rochester,NY,43.157285,-77.615214,1.0
54503027,1,1,True,Hartford,CT,41.764582,-72.6908547,1.0
72859063,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
30791216,0,1,False,Melville,LA,30.6929653,-91.744004,1.0
84048146,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
63567533,0,3,False,White Plains,NY,41.0339862,-73.7629097,1.0
56251567,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
26922920,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
12360025,1,1,True,Franklin,TN,35.925206,-86.8689419,1.0
25753043,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
49136503,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
63932904,3,4,True,Buffalo,NY,42.8864163,-78.8781493,1.0
93735900,1,3,True,Omaha,NE,41.2587459,-95.9383758,1.0
14800518,1,1,True,Franklin,TN,35.925206,-86.8689419,1.0
16694527,1,2,True,Buffalo,NY,42.8864163,-78.8781493,1.0
92680761,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
48859556,1,3,True,Albany,NY,42.6511674,-73.754968,1.0
70557286,3,3,True,Virtual,VT,44.4205619,-72.0041933,1.0
53795430,3,3,True,Cincinnati,OH,39.1014537,-84.5124602,1.0
18578356,1,3,True,Buffalo,NY,42.8864163,-78.8781493,1.0
18176457,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
16363367,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
78922421,3,3,True,Naperville,IL,41.7728699,-88.1479278,1.0
81396769,3,4,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
75109311,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
65638982,1,1,True,Houston,TX,29.7589382,-95.3676974,1.0
42798474,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
70275620,3,4,True,Hartford,CT,41.764582,-72.6908547,1.0
49750236,2,1,True,Houston,TX,29.7589382,-95.3676974,1.0
63091074,1,3,True,Buffalo,NY,42.8864163,-78.8781493,1.0
45149910,4,5,True,Houston,TX,29.7589382,-95.3676974,1.0
99207545,3,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
68291074,5,5,True,Naperville,IL,41.7728699,-88.1479278,1.0
32340888,3,3,False,Franklin,TN,35.925206,-86.8689419,1.0
26835975,3,3,True,Charlotte,NC,35.2272086,-80.8430827,1.0
33656481,3,3,True,Richmond,VA,37.5385087,-77.43428,1.0
55121511,2,3,True,Richmond,VA,37.5385087,-77.43428,1.0
77262928,3,3,True,Independence,MO,39.0924792,-94.4137923,1.0
85498591,1,1,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
44934968,1,1,True,San Diego,CA,32.7174202,-117.162772,1.0
56083320,1,4,True,Marlton,NJ,39.9005585,-74.9338911,1.0
55323900,5,5,True,Chantilly,VA,38.885219,-77.4486772,1.0
15688459,4,4,True,Melville,LA,30.6929653,-91.744004,1.0
84568374,3,4,True,Houston,TX,29.7589382,-95.3676974,1.0
78441043,2,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
27989597,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
30860652,2,2,False,Houston,TX,29.7589382,-95.3676974,1.0
53534448,0,1,True,Morristown,TN,36.2139814,-83.2948923,1.0
12978925,1,1,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
33935992,0,1,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
38211857,4,4,True,San Antonio,TX,29.4246002,-98.4951405,1.0
84502481,3,3,True,Independence,MO,39.0924792,-94.4137923,1.0
90495048,1,1,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
82125193,1,3,True,Marlton,NJ,39.9005585,-74.9338911,1.0
38397433,3,4,True,Overland Park,KS,38.9742502,-94.6851702,1.0
80411419,2,2,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
16504610,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
85590574,1,1,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
98597002,1,3,True,Flowood,MS,32.3092861,-90.1386811,1.0
59864757,3,3,True,Birmingham,AL,33.5206824,-86.8024326,1.0
49546630,3,4,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
61295958,3,3,False,Rancho Cordova,CA,38.5890723,-121.302728,1.0
66066413,1,1,False,Rancho Cordova,CA,38.5890723,-121.302728,1.0
98557446,2,3,True,Columbus,OH,39.9622601,-83.0007065,1.0
63083532,1,1,False,Rancho Cordova,CA,38.5890723,-121.302728,1.0
95040052,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
21091741,1,3,True,Edison,GA,31.5581741,-84.7381045,1.0
61927589,4,4,True,Franklin,TN,35.925206,-86.8689419,1.0
63997755,0,2,True,Overland Park,KS,38.9742502,-94.6851702,1.0
10925596,3,3,True,Hartford,CT,41.764582,-72.6908547,1.0
82540073,1,3,True,Edison,GA,31.5581741,-84.7381045,1.0
57019083,1,3,True,Naperville,IL,41.7728699,-88.1479278,1.0
35331946,0,3,True,Rancho Cordova,CA,38.5890723,-121.302728,1.0
86945771,2,3,True,Columbus,OH,39.9622601,-83.0007065,1.0
21373312,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
78072257,1,3,True,New York,NY,40.7127281,-74.0060152,1.0
83844877,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
56815705,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
77703494,2,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
15922412,3,3,True,Hartford,CT,41.764582,-72.6908547,1.0
26125212,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
65278243,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
60018311,1,3,True,San Antonio,TX,29.4246002,-98.4951405,1.0
48243991,1,3,True,Morristown,TN,36.2139814,-83.2948923,1.0
58660391,2,3,True,Naperville,IL,41.7728699,-88.1479278,1.0
24543762,1,2,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
17815051,1,3,True,Louisville,KY,38.2542376,-85.759407,1.0
37231811,2,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
49014630,3,3,True,Providence,RI,41.8239891,-71.4128343,1.0
98667729,3,3,True,Franklin,TN,35.925206,-86.8689419,1.0
60012392,0,3,True,Saint Paul,MN,44.9497487,-93.0931028,1.0
54675071,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
49668813,0,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
32275441,1,3,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
96121827,1,2,True,San Antonio,TX,29.4246002,-98.4951405,1.0
25375840,1,2,True,West Des Moines,IA,41.5644476,-93.7594059,1.0
16567704,1,3,True,Blue Bell,PA,40.147809,-75.272781,1.0
48717186,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
39312725,0,2,True,Oklahoma City,OK,35.4729886,-97.5170536,1.0
17932464,4,5,True,White Plains,NY,41.0339862,-73.7629097,1.0
90557374,3,3,True,Irvine,CA,33.6856969,-117.825981,1.0
26289291,2,3,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
38497269,4,4,True,Naperville,IL,41.7728699,-88.1479278,1.0
16485520,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
43504316,3,3,True,Birmingham,AL,33.5206824,-86.8024326,1.0
71417567,3,3,True,New York,NY,40.7127281,-74.0060152,1.0
66139637,1,1,True,Virtual,SC,34.1718723,-82.1564776,1.0
72252317,3,3,True,Richardson,TX,32.9481789,-96.7297206,1.0
25458542,3,3,True,Buffalo,NY,42.8864163,-78.8781493,1.0
10312516,0,2,True,Richardson,TX,32.9481789,-96.7297206,1.0
34336521,5,5,True,Omaha,NE,41.2587459,-95.9383758,1.0
82671003,0,3,True,Richmond,VA,37.5385087,-77.43428,1.0
95795536,1,1,True,Indianapolis,IN,39.7683331,-86.1583502,1.0
28980270,2,3,True,Omaha,NE,41.2587459,-95.9383758,1.0
20025235,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
65876244,1,1,True,Naperville,IL,41.7728699,-88.1479278,1.0
15427115,1,1,True,Brookfield,WI,43.0615578,-88.1260678,1.0
44845166,1,1,True,Virtual,SC,34.1718723,-82.1564776,1.0
18249547,0,2,True,Tulsa,OK,36.1563122,-95.9927516,1.0
27096178,4,4,True,Bedford,TX,32.844017,-97.1430671,1.0
42879523,3,4,True,Spokane,WA,47.6571934,-117.42351,1.0
76629351,0,2,True,Phoenix,AZ,33.4484367,-112.074141,1.0
11350447,0,3,True,Centennial,CO,39.579155,-104.8769227,1.0
27243979,2,2,True,Centennial,CO,39.579155,-104.8769227,1.0
18443025,1,1,True,Portland,OR,45.5202471,-122.674194,1.0
49193750,3,3,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
95808856,1,1,True,Richardson,TX,32.9481789,-96.7297206,1.0
24570546,0,2,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
71666223,1,3,True,Maryland Heights,MO,38.7150511,-90.435999,1.0
95423704,0,3,True,Tampa,FL,27.9449854,-82.4583107,1.0
32578043,1,1,True,Independence,MO,39.0924792,-94.4137923,1.0
16713316,1,1,True,Independence,MO,39.0924792,-94.4137923,1.0
10541914,2,3,True,Overland Park,KS,38.9742502,-94.6851702,1.0
49154339,0,3,True,Chantilly,VA,38.885219,-77.4486772,1.0
37106340,1,3,True,Birmingham,AL,33.5206824,-86.8024326,1.0
68541377,3,3,True,Glendale,AZ,33.5386858,-112.185994,1.0
11355772,3,3,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
33618209,3,3,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
90409319,0,2,True,Centennial,CO,39.579155,-104.8769227,1.0
10402032,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
94897551,0,3,True,Orlando,FL,28.5421218,-81.379045,1.0
20792344,0,1,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
18633656,1,1,False,Glens Falls,NY,43.309941,-73.644447,1.0
31311158,1,3,True,Wyomissing,PA,40.329537,-75.9652117,1.0
23257451,1,4,True,Edison,GA,31.5581741,-84.7381045,1.0
28614215,1,3,True,Glendale,AZ,33.5386858,-112.185994,1.0
54514113,1,1,True,Charlotte,NC,35.2272086,-80.8430827,1.0
16323935,1,1,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
10469089,0,2,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
85342366,4,4,True,Richardson,TX,32.9481789,-96.7297206,1.0
73062330,1,3,True,Diamond Bar,CA,34.0286226,-117.8103367,1.0
67078884,0,1,True,Melville,LA,30.6929653,-91.744004,1.0
32241392,1,2,True,Walnut Creek,CA,37.9020731,-122.0618702,1.0
57494031,0,3,True,Tampa,FL,27.9449854,-82.4583107,1.0
91174058,1,3,True,Pittsburgh,PA,40.4406968,-80.0025666,1.0
44063205,3,3,True,Charlotte,NC,35.2272086,-80.8430827,1.0
42539358,3,3,True,Richmond,VA,37.5385087,-77.43428,1.0
62061439,1,1,True,Rochester,NY,43.157285,-77.615214,1.0
20128595,1,1,True,Chantilly,VA,38.885219,-77.4486772,1.0
60318584,1,3,True,Richmond,VA,37.5385087,-77.43428,1.0
27157673,3,3,True,Charlotte,NC,35.2272086,-80.8430827,1.0
22440928,3,3,True,Virtual,SC,34.1718723,-82.1564776,1.0
11494435,3,3,True,Charlotte,NC,35.2272086,-80.8430827,1.0
92443282,0,1,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
83015876,1,3,True,Richmond,VA,37.5385087,-77.43428,1.0
18436791,1,1,True,Charlotte,NC,35.2272086,-80.8430827,1.0
38740644,1,1,True,Charlotte,NC,35.2272086,-80.8430827,1.0
26130629,4,5,True,Houston,TX,29.7589382,-95.3676974,1.0
81937770,2,3,True,Phoenix,AZ,33.4484367,-112.074141,1.0
42270197,3,4,True,San Antonio,TX,29.4246002,-98.4951405,1.0
52937512,0,3,True,Tampa,FL,27.9449854,-82.4583107,1.0
18407947,3,4,True,Oklahoma City,OK,35.4729886,-97.5170536,1.0
47873009,2,2,True,Centennial,CO,39.579155,-104.8769227,1.0
82767031,1,1,True,Richardson,TX,32.9481789,-96.7297206,1.0
47236259,5,0,False,Hartford,CT,41.764582,-72.6908547,1.0
88644765,5,0,False,Hartford,CT,41.764582,-72.6908547,1.0
86731818,1,1,True,New York,NY,40.7127281,-74.0060152,1.0
93462636,1,3,True,Hartford,CT,41.764582,-72.6908547,1.0
89117598,2,4,True,Syracuse,NY,43.0481221,-76.1474244,1.0
41627842,5,5,True,Hartford,CT,41.764582,-72.6908547,1.0
45215542,2,3,True,Hartford,CT,41.764582,-72.6908547,1.0
93222266,2,4,True,Richmond,VA,37.5385087,-77.43428,1.0
80165615,0,1,True,Alpharetta,GA,34.0755962,-84.2945964,1.0
43369495,1,1,True,Albany,NY,42.6511674,-73.754968,1.0
71276938,1,2,True,West Bridgewater,MA,42.0190922,-71.0079688,1.0
87025921,3,2,True,Knoxville,TN,35.9603948,-83.9210261,1.0
71010442,0,1,True,Melville,LA,30.6929653,-91.744004,1.0
62280861,1,4,False,Melville,LA,30.6929653,-91.744004,1.0
