adjuster_id,capacity_days,day,claim_id,modality,effective_progress_per_day,productivity_loss_abs,assigned_flag
80214506,1.0,55,,,,,0
80214506,1.0,56,,,,,0
80214506,1.0,57,,,,,0
80214506,1.0,58,,,,,0
80214506,1.0,59,,,,,0
80214506,1.0,60,,,,,0
55528593,1.0,1,,,,,0
55528593,1.0,2,,,,,0
55528593,1.0,3,,,,,0
55528593,1.0,4,,,,,0
55528593,1.0,5,,,,,0
55528593,1.0,6,,,,,0
55528593,1.0,7,,,,,0
55528593,1.0,8,,,,,0
55528593,1.0,9,,,,,0
55528593,1.0,10,,,,,0
55528593,1.0,11,,,,,0
55528593,1.0,12,,,,,0
55528593,1.0,13,,,,,0
55528593,1.0,14,,,,,0
55528593,1.0,15,,,,,0
55528593,1.0,16,,,,,0
55528593,1.0,17,,,,,0
55528593,1.0,18,,,,,0
55528593,1.0,19,,,,,0
55528593,1.0,20,,,,,0
55528593,1.0,21,,,,,0
55528593,1.0,22,,,,,0
55528593,1.0,23,,,,,0
55528593,1.0,24,,,,,0
55528593,1.0,25,,,,,0
55528593,1.0,26,,,,,0
55528593,1.0,27,,,,,0
55528593,1.0,28,,,,,0
55528593,1.0,29,,,,,0
55528593,1.0,30,,,,,0
55528593,1.0,31,,,,,0
55528593,1.0,32,,,,,0
55528593,1.0,33,,,,,0
55528593,1.0,34,,,,,0
55528593,1.0,35,,,,,0
55528593,1.0,36,,,,,0
55528593,1.0,37,,,,,0
55528593,1.0,38,,,,,0
55528593,1.0,39,,,,,0
55528593,1.0,40,,,,,0
55528593,1.0,41,,,,,0
55528593,1.0,42,,,,,0
55528593,1.0,43,,,,,0
55528593,1.0,44,,,,,0
55528593,1.0,45,,,,,0
55528593,1.0,46,,,,,0
55528593,1.0,47,,,,,0
55528593,1.0,48,,,,,0
55528593,1.0,49,,,,,0
55528593,1.0,50,,,,,0
55528593,1.0,51,,,,,0
55528593,1.0,52,,,,,0
55528593,1.0,53,,,,,0
55528593,1.0,54,,,,,0
55528593,1.0,55,,,,,0
55528593,1.0,56,,,,,0
55528593,1.0,57,,,,,0
55528593,1.0,58,,,,,0
55528593,1.0,59,,,,,0
55528593,1.0,60,,,,,0
80995603,1.0,1,,,,,0
80995603,1.0,2,,,,,0
80995603,1.0,3,,,,,0
80995603,1.0,4,,,,,0
80995603,1.0,5,,,,,0
80995603,1.0,6,,,,,0
80995603,1.0,7,,,,,0
80995603,1.0,8,,,,,0
80995603,1.0,9,,,,,0
80995603,1.0,10,,,,,0
80995603,1.0,11,,,,,0
80995603,1.0,12,,,,,0
80995603,1.0,13,,,,,0
80995603,1.0,14,,,,,0
80995603,1.0,15,,,,,0
80995603,1.0,16,,,,,0
80995603,1.0,17,,,,,0
80995603,1.0,18,,,,,0
80995603,1.0,19,,,,,0
80995603,1.0,20,,,,,0
80995603,1.0,21,,,,,0
80995603,1.0,22,,,,,0
80995603,1.0,23,,,,,0
80995603,1.0,24,,,,,0
80995603,1.0,25,,,,,0
80995603,1.0,26,,,,,0
80995603,1.0,27,,,,,0
80995603,1.0,28,,,,,0
80995603,1.0,29,,,,,0
80995603,1.0,30,,,,,0
80995603,1.0,31,,,,,0
80995603,1.0,32,,,,,0
80995603,1.0,33,,,,,0
80995603,1.0,34,,,,,0
80995603,1.0,35,,,,,0
80995603,1.0,36,,,,,0
80995603,1.0,37,,,,,0
80995603,1.0,38,,,,,0
80995603,1.0,39,,,,,0
80995603,1.0,40,,,,,0
80995603,1.0,41,,,,,0
80995603,1.0,42,,,,,0
80995603,1.0,43,,,,,0
80995603,1.0,44,,,,,0
80995603,1.0,45,,,,,0
80995603,1.0,46,,,,,0
80995603,1.0,47,,,,,0
80995603,1.0,48,,,,,0
80995603,1.0,49,,,,,0
80995603,1.0,50,,,,,0
80995603,1.0,51,,,,,0
80995603,1.0,52,,,,,0
80995603,1.0,53,,,,,0
80995603,1.0,54,,,,,0
80995603,1.0,55,,,,,0
80995603,1.0,56,,,,,0
80995603,1.0,57,,,,,0
80995603,1.0,58,,,,,0
80995603,1.0,59,,,,,0
80995603,1.0,60,,,,,0
19851071,1.0,1,,,,,0
19851071,1.0,2,,,,,0
19851071,1.0,3,,,,,0
19851071,1.0,4,,,,,0
19851071,1.0,5,,,,,0
19851071,1.0,6,,,,,0
19851071,1.0,7,,,,,0
19851071,1.0,8,,,,,0
19851071,1.0,9,,,,,0
19851071,1.0,10,,,,,0
19851071,1.0,11,,,,,0
19851071,1.0,12,,,,,0
19851071,1.0,13,,,,,0
19851071,1.0,14,,,,,0
19851071,1.0,15,,,,,0
19851071,1.0,16,,,,,0
19851071,1.0,17,,,,,0
19851071,1.0,18,,,,,0
19851071,1.0,19,,,,,0
19851071,1.0,20,,,,,0
19851071,1.0,21,,,,,0
19851071,1.0,22,,,,,0
19851071,1.0,23,,,,,0
19851071,1.0,24,,,,,0
19851071,1.0,25,,,,,0
19851071,1.0,26,,,,,0
19851071,1.0,27,,,,,0
19851071,1.0,28,,,,,0
19851071,1.0,29,,,,,0
19851071,1.0,30,,,,,0
19851071,1.0,31,,,,,0
19851071,1.0,32,,,,,0
19851071,1.0,33,,,,,0
19851071,1.0,34,,,,,0
19851071,1.0,35,,,,,0
19851071,1.0,36,,,,,0
19851071,1.0,37,,,,,0
19851071,1.0,38,,,,,0
19851071,1.0,39,,,,,0
19851071,1.0,40,,,,,0
19851071,1.0,41,,,,,0
19851071,1.0,42,,,,,0
19851071,1.0,43,,,,,0
19851071,1.0,44,,,,,0
19851071,1.0,45,,,,,0
19851071,1.0,46,,,,,0
19851071,1.0,47,,,,,0
19851071,1.0,48,,,,,0
19851071,1.0,49,,,,,0
19851071,1.0,50,,,,,0
19851071,1.0,51,,,,,0
19851071,1.0,52,,,,,0
19851071,1.0,53,,,,,0
19851071,1.0,54,,,,,0
19851071,1.0,55,,,,,0
19851071,1.0,56,,,,,0
19851071,1.0,57,,,,,0
19851071,1.0,58,,,,,0
19851071,1.0,59,,,,,0
19851071,1.0,60,,,,,0
53633617,1.0,1,,,,,0
53633617,1.0,2,,,,,0
53633617,1.0,3,,,,,0
53633617,1.0,4,,,,,0
53633617,1.0,5,,,,,0
53633617,1.0,6,,,,,0
53633617,1.0,7,,,,,0
53633617,1.0,8,,,,,0
53633617,1.0,9,,,,,0
53633617,1.0,10,,,,,0
53633617,1.0,11,,,,,0
53633617,1.0,12,,,,,0
53633617,1.0,13,,,,,0
53633617,1.0,14,,,,,0
53633617,1.0,15,,,,,0
53633617,1.0,16,,,,,0
53633617,1.0,17,,,,,0
53633617,1.0,18,,,,,0
53633617,1.0,19,,,,,0
53633617,1.0,20,,,,,0
53633617,1.0,21,,,,,0
53633617,1.0,22,,,,,0
53633617,1.0,23,,,,,0
53633617,1.0,24,,,,,0
53633617,1.0,25,,,,,0
53633617,1.0,26,,,,,0
53633617,1.0,27,,,,,0
53633617,1.0,28,,,,,0
53633617,1.0,29,,,,,0
53633617,1.0,30,,,,,0
53633617,1.0,31,,,,,0
53633617,1.0,32,,,,,0
53633617,1.0,33,,,,,0
53633617,1.0,34,,,,,0
53633617,1.0,35,,,,,0
53633617,1.0,36,,,,,0
53633617,1.0,37,,,,,0
53633617,1.0,38,,,,,0
53633617,1.0,39,,,,,0
53633617,1.0,40,,,,,0
53633617,1.0,41,,,,,0
53633617,1.0,42,,,,,0
53633617,1.0,43,,,,,0
53633617,1.0,44,,,,,0
53633617,1.0,45,,,,,0
53633617,1.0,46,,,,,0
53633617,1.0,47,,,,,0
53633617,1.0,48,,,,,0
53633617,1.0,49,,,,,0
53633617,1.0,50,,,,,0
53633617,1.0,51,,,,,0
53633617,1.0,52,,,,,0
53633617,1.0,53,,,,,0
53633617,1.0,54,,,,,0
53633617,1.0,55,,,,,0
53633617,1.0,56,,,,,0
53633617,1.0,57,,,,,0
53633617,1.0,58,,,,,0
53633617,1.0,59,,,,,0
53633617,1.0,60,,,,,0
32563086,1.0,1,,,,,0
32563086,1.0,2,,,,,0
32563086,1.0,3,,,,,0
32563086,1.0,4,,,,,0
32563086,1.0,5,,,,,0
32563086,1.0,6,,,,,0
32563086,1.0,7,,,,,0
32563086,1.0,8,,,,,0
32563086,1.0,9,,,,,0
32563086,1.0,10,,,,,0
32563086,1.0,11,,,,,0
32563086,1.0,12,,,,,0
32563086,1.0,13,,,,,0
32563086,1.0,14,,,,,0
32563086,1.0,15,,,,,0
32563086,1.0,16,,,,,0
32563086,1.0,17,,,,,0
32563086,1.0,18,,,,,0
32563086,1.0,19,,,,,0
32563086,1.0,20,,,,,0
32563086,1.0,21,,,,,0
32563086,1.0,22,,,,,0
32563086,1.0,23,,,,,0
32563086,1.0,24,,,,,0
32563086,1.0,25,,,,,0
32563086,1.0,26,,,,,0
32563086,1.0,27,,,,,0
32563086,1.0,28,,,,,0
32563086,1.0,29,,,,,0
32563086,1.0,30,,,,,0
32563086,1.0,31,,,,,0
32563086,1.0,32,,,,,0
32563086,1.0,33,,,,,0
32563086,1.0,34,,,,,0
32563086,1.0,35,,,,,0
32563086,1.0,36,,,,,0
32563086,1.0,37,,,,,0
32563086,1.0,38,,,,,0
32563086,1.0,39,,,,,0
32563086,1.0,40,,,,,0
32563086,1.0,41,,,,,0
32563086,1.0,42,,,,,0
32563086,1.0,43,,,,,0
32563086,1.0,44,,,,,0
32563086,1.0,45,,,,,0
32563086,1.0,46,,,,,0
32563086,1.0,47,,,,,0
32563086,1.0,48,,,,,0
32563086,1.0,49,,,,,0
32563086,1.0,50,,,,,0
32563086,1.0,51,,,,,0
32563086,1.0,52,,,,,0
32563086,1.0,53,,,,,0
32563086,1.0,54,,,,,0
32563086,1.0,55,,,,,0
32563086,1.0,56,,,,,0
32563086,1.0,57,,,,,0
32563086,1.0,58,,,,,0
32563086,1.0,59,,,,,0
32563086,1.0,60,,,,,0
46820756,1.0,1,,,,,0
46820756,1.0,2,,,,,0
46820756,1.0,3,,,,,0
46820756,1.0,4,,,,,0
46820756,1.0,5,,,,,0
46820756,1.0,6,,,,,0
46820756,1.0,7,,,,,0
46820756,1.0,8,,,,,0
46820756,1.0,9,,,,,0
46820756,1.0,10,,,,,0
46820756,1.0,11,,,,,0
46820756,1.0,12,,,,,0
46820756,1.0,13,,,,,0
46820756,1.0,14,,,,,0
46820756,1.0,15,,,,,0
46820756,1.0,16,,,,,0
46820756,1.0,17,,,,,0
46820756,1.0,18,,,,,0
46820756,1.0,19,,,,,0
46820756,1.0,20,,,,,0
46820756,1.0,21,,,,,0
46820756,1.0,22,,,,,0
46820756,1.0,23,,,,,0
46820756,1.0,24,,,,,0
46820756,1.0,25,,,,,0
46820756,1.0,26,,,,,0
46820756,1.0,27,,,,,0
46820756,1.0,28,,,,,0
46820756,1.0,29,,,,,0
46820756,1.0,30,,,,,0
46820756,1.0,31,,,,,0
46820756,1.0,32,,,,,0
46820756,1.0,33,,,,,0
46820756,1.0,34,,,,,0
46820756,1.0,35,,,,,0
46820756,1.0,36,,,,,0
46820756,1.0,37,,,,,0
46820756,1.0,38,,,,,0
46820756,1.0,39,,,,,0
46820756,1.0,40,,,,,0
46820756,1.0,41,,,,,0
46820756,1.0,42,,,,,0
46820756,1.0,43,,,,,0
46820756,1.0,44,,,,,0
46820756,1.0,45,,,,,0
46820756,1.0,46,,,,,0
46820756,1.0,47,,,,,0
46820756,1.0,48,,,,,0
46820756,1.0,49,,,,,0
46820756,1.0,50,,,,,0
46820756,1.0,51,,,,,0
46820756,1.0,52,,,,,0
46820756,1.0,53,,,,,0
46820756,1.0,54,,,,,0
46820756,1.0,55,,,,,0
46820756,1.0,56,,,,,0
46820756,1.0,57,,,,,0
46820756,1.0,58,,,,,0
46820756,1.0,59,,,,,0
46820756,1.0,60,,,,,0
13613144,1.0,1,,,,,0
13613144,1.0,2,,,,,0
13613144,1.0,3,,,,,0
13613144,1.0,4,,,,,0
13613144,1.0,5,,,,,0
13613144,1.0,6,,,,,0
13613144,1.0,7,,,,,0
13613144,1.0,8,,,,,0
13613144,1.0,9,,,,,0
13613144,1.0,10,,,,,0
13613144,1.0,11,,,,,0
13613144,1.0,12,,,,,0
13613144,1.0,13,,,,,0
13613144,1.0,14,,,,,0
13613144,1.0,15,,,,,0
13613144,1.0,16,,,,,0
13613144,1.0,17,,,,,0
13613144,1.0,18,,,,,0
13613144,1.0,19,,,,,0
13613144,1.0,20,,,,,0
13613144,1.0,21,,,,,0
13613144,1.0,22,,,,,0
13613144,1.0,23,,,,,0
13613144,1.0,24,,,,,0
13613144,1.0,25,,,,,0
13613144,1.0,26,,,,,0
13613144,1.0,27,,,,,0
13613144,1.0,28,,,,,0
13613144,1.0,29,,,,,0
13613144,1.0,30,,,,,0
13613144,1.0,31,,,,,0
13613144,1.0,32,,,,,0
13613144,1.0,33,,,,,0
13613144,1.0,34,,,,,0
13613144,1.0,35,,,,,0
13613144,1.0,36,,,,,0
13613144,1.0,37,,,,,0
13613144,1.0,38,,,,,0
13613144,1.0,39,,,,,0
13613144,1.0,40,,,,,0
13613144,1.0,41,,,,,0
13613144,1.0,42,,,,,0
13613144,1.0,43,,,,,0
13613144,1.0,44,,,,,0
13613144,1.0,45,,,,,0
13613144,1.0,46,,,,,0
13613144,1.0,47,,,,,0
13613144,1.0,48,,,,,0
13613144,1.0,49,,,,,0
13613144,1.0,50,,,,,0
13613144,1.0,51,,,,,0
13613144,1.0,52,,,,,0
13613144,1.0,53,,,,,0
13613144,1.0,54,,,,,0
13613144,1.0,55,,,,,0
13613144,1.0,56,,,,,0
13613144,1.0,57,,,,,0
13613144,1.0,58,,,,,0
13613144,1.0,59,,,,,0
13613144,1.0,60,,,,,0
56553565,1.0,1,,,,,0
56553565,1.0,2,,,,,0
56553565,1.0,3,,,,,0
56553565,1.0,4,,,,,0
56553565,1.0,5,,,,,0
56553565,1.0,6,,,,,0
56553565,1.0,7,,,,,0
56553565,1.0,8,,,,,0
56553565,1.0,9,,,,,0
56553565,1.0,10,,,,,0
56553565,1.0,11,,,,,0
56553565,1.0,12,,,,,0
56553565,1.0,13,,,,,0
56553565,1.0,14,,,,,0
56553565,1.0,15,,,,,0
56553565,1.0,16,,,,,0
56553565,1.0,17,,,,,0
56553565,1.0,18,,,,,0
56553565,1.0,19,,,,,0
56553565,1.0,20,,,,,0
56553565,1.0,21,,,,,0
56553565,1.0,22,,,,,0
56553565,1.0,23,,,,,0
56553565,1.0,24,,,,,0
56553565,1.0,25,,,,,0
56553565,1.0,26,,,,,0
56553565,1.0,27,,,,,0
56553565,1.0,28,,,,,0
56553565,1.0,29,,,,,0
56553565,1.0,30,,,,,0
56553565,1.0,31,,,,,0
56553565,1.0,32,,,,,0
56553565,1.0,33,,,,,0
56553565,1.0,34,,,,,0
56553565,1.0,35,,,,,0
56553565,1.0,36,,,,,0
56553565,1.0,37,,,,,0
56553565,1.0,38,,,,,0
56553565,1.0,39,,,,,0
56553565,1.0,40,,,,,0
56553565,1.0,41,,,,,0
56553565,1.0,42,,,,,0
56553565,1.0,43,,,,,0
56553565,1.0,44,,,,,0
56553565,1.0,45,,,,,0
56553565,1.0,46,,,,,0
56553565,1.0,47,,,,,0
56553565,1.0,48,,,,,0
56553565,1.0,49,,,,,0
56553565,1.0,50,,,,,0
56553565,1.0,51,,,,,0
56553565,1.0,52,,,,,0
56553565,1.0,53,,,,,0
56553565,1.0,54,,,,,0
56553565,1.0,55,,,,,0
56553565,1.0,56,,,,,0
56553565,1.0,57,,,,,0
56553565,1.0,58,,,,,0
56553565,1.0,59,,,,,0
56553565,1.0,60,,,,,0
97732442,1.0,1,,,,,0
97732442,1.0,2,,,,,0
97732442,1.0,3,,,,,0
97732442,1.0,4,,,,,0
97732442,1.0,5,,,,,0
97732442,1.0,6,,,,,0
97732442,1.0,7,,,,,0
97732442,1.0,8,,,,,0
97732442,1.0,9,,,,,0
97732442,1.0,10,,,,,0
97732442,1.0,11,,,,,0
97732442,1.0,12,,,,,0
97732442,1.0,13,,,,,0
97732442,1.0,14,,,,,0
97732442,1.0,15,,,,,0
97732442,1.0,16,,,,,0
97732442,1.0,17,,,,,0
97732442,1.0,18,,,,,0
97732442,1.0,19,,,,,0
97732442,1.0,20,,,,,0
97732442,1.0,21,,,,,0
97732442,1.0,22,,,,,0
97732442,1.0,23,,,,,0
97732442,1.0,24,,,,,0
97732442,1.0,25,,,,,0
97732442,1.0,26,,,,,0
97732442,1.0,27,,,,,0
97732442,1.0,28,,,,,0
97732442,1.0,29,,,,,0
97732442,1.0,30,,,,,0
97732442,1.0,31,,,,,0
97732442,1.0,32,,,,,0
97732442,1.0,33,,,,,0
97732442,1.0,34,,,,,0
97732442,1.0,35,,,,,0
97732442,1.0,36,,,,,0
97732442,1.0,37,,,,,0
97732442,1.0,38,,,,,0
97732442,1.0,39,,,,,0
97732442,1.0,40,,,,,0
97732442,1.0,41,,,,,0
97732442,1.0,42,,,,,0
97732442,1.0,43,,,,,0
97732442,1.0,44,,,,,0
97732442,1.0,45,,,,,0
97732442,1.0,46,,,,,0
97732442,1.0,47,,,,,0
97732442,1.0,48,,,,,0
97732442,1.0,49,,,,,0
97732442,1.0,50,,,,,0
97732442,1.0,51,,,,,0
97732442,1.0,52,,,,,0
97732442,1.0,53,,,,,0
97732442,1.0,54,,,,,0
97732442,1.0,55,,,,,0
97732442,1.0,56,,,,,0
97732442,1.0,57,,,,,0
97732442,1.0,58,,,,,0
97732442,1.0,59,,,,,0
97732442,1.0,60,,,,,0
88178386,1.0,1,,,,,0
88178386,1.0,2,,,,,0
88178386,1.0,3,,,,,0
88178386,1.0,4,,,,,0
88178386,1.0,5,,,,,0
88178386,1.0,6,,,,,0
88178386,1.0,7,,,,,0
88178386,1.0,8,,,,,0
88178386,1.0,9,,,,,0
88178386,1.0,10,,,,,0
88178386,1.0,11,,,,,0
88178386,1.0,12,,,,,0
88178386,1.0,13,,,,,0
88178386,1.0,14,,,,,0
88178386,1.0,15,,,,,0
88178386,1.0,16,,,,,0
88178386,1.0,17,,,,,0
88178386,1.0,18,,,,,0
88178386,1.0,19,,,,,0
88178386,1.0,20,,,,,0
88178386,1.0,21,,,,,0
88178386,1.0,22,,,,,0
88178386,1.0,23,,,,,0
88178386,1.0,24,,,,,0
88178386,1.0,25,,,,,0
88178386,1.0,26,,,,,0
88178386,1.0,27,,,,,0
88178386,1.0,28,,,,,0
88178386,1.0,29,,,,,0
88178386,1.0,30,,,,,0
88178386,1.0,31,,,,,0
88178386,1.0,32,,,,,0
88178386,1.0,33,,,,,0
88178386,1.0,34,,,,,0
88178386,1.0,35,,,,,0
88178386,1.0,36,,,,,0
88178386,1.0,37,,,,,0
88178386,1.0,38,,,,,0
88178386,1.0,39,,,,,0
88178386,1.0,40,,,,,0
88178386,1.0,41,,,,,0
88178386,1.0,42,,,,,0
88178386,1.0,43,,,,,0
88178386,1.0,44,,,,,0
88178386,1.0,45,,,,,0
88178386,1.0,46,,,,,0
88178386,1.0,47,,,,,0
88178386,1.0,48,,,,,0
88178386,1.0,49,,,,,0
88178386,1.0,50,,,,,0
88178386,1.0,51,,,,,0
88178386,1.0,52,,,,,0
88178386,1.0,53,,,,,0
88178386,1.0,54,,,,,0
88178386,1.0,55,,,,,0
88178386,1.0,56,,,,,0
88178386,1.0,57,,,,,0
88178386,1.0,58,,,,,0
88178386,1.0,59,,,,,0
88178386,1.0,60,,,,,0
52633927,1.0,1,,,,,0
52633927,1.0,2,,,,,0
52633927,1.0,3,,,,,0
52633927,1.0,4,,,,,0
52633927,1.0,5,,,,,0
52633927,1.0,6,,,,,0
52633927,1.0,7,,,,,0
52633927,1.0,8,,,,,0
52633927,1.0,9,,,,,0
52633927,1.0,10,,,,,0
52633927,1.0,11,,,,,0
52633927,1.0,12,,,,,0
52633927,1.0,13,,,,,0
52633927,1.0,14,,,,,0
52633927,1.0,15,,,,,0
52633927,1.0,16,,,,,0
52633927,1.0,17,,,,,0
52633927,1.0,18,,,,,0
52633927,1.0,19,,,,,0
52633927,1.0,20,,,,,0
52633927,1.0,21,,,,,0
52633927,1.0,22,,,,,0
52633927,1.0,23,,,,,0
52633927,1.0,24,,,,,0
52633927,1.0,25,,,,,0
52633927,1.0,26,,,,,0
52633927,1.0,27,,,,,0
52633927,1.0,28,,,,,0
52633927,1.0,29,,,,,0
52633927,1.0,30,,,,,0
52633927,1.0,31,,,,,0
52633927,1.0,32,,,,,0
52633927,1.0,33,,,,,0
52633927,1.0,34,,,,,0
52633927,1.0,35,,,,,0
52633927,1.0,36,,,,,0
52633927,1.0,37,,,,,0
52633927,1.0,38,,,,,0
52633927,1.0,39,,,,,0
52633927,1.0,40,,,,,0
52633927,1.0,41,,,,,0
52633927,1.0,42,,,,,0
52633927,1.0,43,,,,,0
52633927,1.0,44,,,,,0
52633927,1.0,45,,,,,0
52633927,1.0,46,,,,,0
52633927,1.0,47,,,,,0
52633927,1.0,48,,,,,0
52633927,1.0,49,,,,,0
52633927,1.0,50,,,,,0
52633927,1.0,51,,,,,0
52633927,1.0,52,,,,,0
52633927,1.0,53,,,,,0
52633927,1.0,54,,,,,0
52633927,1.0,55,,,,,0
52633927,1.0,56,,,,,0
52633927,1.0,57,,,,,0
52633927,1.0,58,,,,,0
52633927,1.0,59,,,,,0
52633927,1.0,60,,,,,0
63163734,1.0,1,,,,,0
63163734,1.0,2,,,,,0
63163734,1.0,3,,,,,0
63163734,1.0,4,,,,,0
63163734,1.0,5,,,,,0
63163734,1.0,6,,,,,0
63163734,1.0,7,,,,,0
63163734,1.0,8,,,,,0
63163734,1.0,9,,,,,0
63163734,1.0,10,,,,,0
63163734,1.0,11,,,,,0
63163734,1.0,12,,,,,0
63163734,1.0,13,,,,,0
63163734,1.0,14,,,,,0
63163734,1.0,15,,,,,0
63163734,1.0,16,,,,,0
63163734,1.0,17,,,,,0
63163734,1.0,18,,,,,0
63163734,1.0,19,,,,,0
63163734,1.0,20,,,,,0
63163734,1.0,21,,,,,0
63163734,1.0,22,,,,,0
63163734,1.0,23,,,,,0
63163734,1.0,24,,,,,0
63163734,1.0,25,,,,,0
63163734,1.0,26,,,,,0
63163734,1.0,27,,,,,0
63163734,1.0,28,,,,,0
63163734,1.0,29,,,,,0
63163734,1.0,30,,,,,0
63163734,1.0,31,,,,,0
63163734,1.0,32,,,,,0
63163734,1.0,33,,,,,0
63163734,1.0,34,,,,,0
63163734,1.0,35,,,,,0
63163734,1.0,36,,,,,0
63163734,1.0,37,,,,,0
63163734,1.0,38,,,,,0
63163734,1.0,39,,,,,0
63163734,1.0,40,,,,,0
63163734,1.0,41,,,,,0
63163734,1.0,42,,,,,0
63163734,1.0,43,,,,,0
63163734,1.0,44,,,,,0
63163734,1.0,45,,,,,0
63163734,1.0,46,,,,,0
63163734,1.0,47,,,,,0
63163734,1.0,48,,,,,0
63163734,1.0,49,,,,,0
63163734,1.0,50,,,,,0
63163734,1.0,51,,,,,0
63163734,1.0,52,,,,,0
63163734,1.0,53,,,,,0
63163734,1.0,54,,,,,0
63163734,1.0,55,,,,,0
63163734,1.0,56,,,,,0
63163734,1.0,57,,,,,0
63163734,1.0,58,,,,,0
63163734,1.0,59,,,,,0
63163734,1.0,60,,,,,0
16559402,1.0,1,,,,,0
16559402,1.0,2,,,,,0
16559402,1.0,3,21868312,onsite,0.075,0.05,1
16559402,1.0,4,21868312,onsite,0.075,0.05,1
16559402,1.0,5,,,,,0
16559402,1.0,6,21868312,onsite,0.075,0.05,1
16559402,1.0,7,21868312,onsite,0.075,0.05,1
16559402,1.0,8,,,,,0
16559402,1.0,9,46524537,onsite,0.04999999999999999,0.07500000000000001,1
16559402,1.0,10,21868312,onsite,0.075,0.05,1
16559402,1.0,11,21868312,onsite,0.075,0.05,1
16559402,1.0,12,46524537,onsite,0.04999999999999999,0.07500000000000001,1
16559402,1.0,13,46524537,onsite,0.04999999999999999,0.07500000000000001,1
16559402,1.0,14,46524537,onsite,0.04999999999999999,0.07500000000000001,1
16559402,1.0,15,21868312,onsite,0.075,0.05,1
16559402,1.0,16,52777855,onsite,0.125,0.0,1
16559402,1.0,17,21868312,onsite,0.075,0.05,1
16559402,1.0,18,52777855,onsite,0.125,0.0,1
16559402,1.0,19,52777855,onsite,0.125,0.0,1
16559402,1.0,20,52777855,onsite,0.125,0.0,1
16559402,1.0,21,,,,,0
16559402,1.0,22,,,,,0
16559402,1.0,23,,,,,0
16559402,1.0,24,,,,,0
16559402,1.0,25,,,,,0
16559402,1.0,26,,,,,0
16559402,1.0,27,,,,,0
16559402,1.0,28,,,,,0
16559402,1.0,29,,,,,0
16559402,1.0,30,,,,,0
16559402,1.0,31,,,,,0
16559402,1.0,32,,,,,0
16559402,1.0,33,,,,,0
16559402,1.0,34,,,,,0
16559402,1.0,35,,,,,0
16559402,1.0,36,,,,,0
16559402,1.0,37,,,,,0
16559402,1.0,38,,,,,0
16559402,1.0,39,,,,,0
16559402,1.0,40,,,,,0
16559402,1.0,41,,,,,0
16559402,1.0,42,,,,,0
16559402,1.0,43,,,,,0
16559402,1.0,44,,,,,0
16559402,1.0,45,,,,,0
16559402,1.0,46,,,,,0
16559402,1.0,47,,,,,0
16559402,1.0,48,,,,,0
16559402,1.0,49,,,,,0
16559402,1.0,50,,,,,0
16559402,1.0,51,,,,,0
16559402,1.0,52,,,,,0
16559402,1.0,53,,,,,0
16559402,1.0,54,,,,,0
16559402,1.0,55,,,,,0
16559402,1.0,56,,,,,0
16559402,1.0,57,,,,,0
16559402,1.0,58,,,,,0
16559402,1.0,59,,,,,0
16559402,1.0,60,,,,,0
99044234,1.0,1,,,,,0
99044234,1.0,2,,,,,0
99044234,1.0,3,,,,,0
99044234,1.0,4,,,,,0
99044234,1.0,5,,,,,0
99044234,1.0,6,,,,,0
99044234,1.0,7,,,,,0
99044234,1.0,8,,,,,0
99044234,1.0,9,,,,,0
99044234,1.0,10,,,,,0
99044234,1.0,11,,,,,0
99044234,1.0,12,,,,,0
99044234,1.0,13,,,,,0
99044234,1.0,14,,,,,0
99044234,1.0,15,,,,,0
99044234,1.0,16,,,,,0
99044234,1.0,17,,,,,0
99044234,1.0,18,,,,,0
99044234,1.0,19,,,,,0
99044234,1.0,20,,,,,0
99044234,1.0,21,,,,,0
99044234,1.0,22,,,,,0
99044234,1.0,23,,,,,0
99044234,1.0,24,,,,,0
99044234,1.0,25,,,,,0
99044234,1.0,26,,,,,0
99044234,1.0,27,,,,,0
99044234,1.0,28,,,,,0
99044234,1.0,29,,,,,0
99044234,1.0,30,,,,,0
99044234,1.0,31,,,,,0
99044234,1.0,32,,,,,0
99044234,1.0,33,,,,,0
99044234,1.0,34,,,,,0
99044234,1.0,35,,,,,0
99044234,1.0,36,,,,,0
99044234,1.0,37,,,,,0
99044234,1.0,38,,,,,0
99044234,1.0,39,,,,,0
99044234,1.0,40,,,,,0
99044234,1.0,41,,,,,0
99044234,1.0,42,,,,,0
99044234,1.0,43,,,,,0
99044234,1.0,44,,,,,0
99044234,1.0,45,,,,,0
99044234,1.0,46,,,,,0
99044234,1.0,47,,,,,0
99044234,1.0,48,,,,,0
99044234,1.0,49,,,,,0
99044234,1.0,50,,,,,0
99044234,1.0,51,,,,,0
99044234,1.0,52,,,,,0
99044234,1.0,53,,,,,0
99044234,1.0,54,,,,,0
99044234,1.0,55,,,,,0
99044234,1.0,56,,,,,0
99044234,1.0,57,,,,,0
99044234,1.0,58,,,,,0
99044234,1.0,59,,,,,0
99044234,1.0,60,,,,,0
65441680,1.0,1,,,,,0
65441680,1.0,2,,,,,0
65441680,1.0,3,,,,,0
65441680,1.0,4,,,,,0
65441680,1.0,5,,,,,0
65441680,1.0,6,,,,,0
65441680,1.0,7,,,,,0
65441680,1.0,8,,,,,0
65441680,1.0,9,,,,,0
65441680,1.0,10,,,,,0
65441680,1.0,11,,,,,0
