claim_id,claim_type,severity,arrival_date,arrival_day,due_date,due_day,sla_days,onsite,online,lat,lon,cluster_id,completed,completion_day,days_to_complete,completed_on_time,total_workdays,n_adjusters_used,total_effective_progress
64583244,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.8643,-75.4332,1,True,10.0,8.0,True,5.0,5.0,1.0
34353940,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.8643,-75.4332,1,True,10.0,8.0,True,8.0,3.0,1.0
45481156,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,39.9863,-75.407,1,True,22.0,20.0,True,1.0,1.0,2.0
15202372,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.9845,-75.5962,1,True,12.0,10.0,True,2.0,2.0,1.5003750937734435
87360077,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.9218,-75.2876,1,True,14.0,12.0,True,1.0,1.0,1.0
27242419,personal,4,2023-12-18,10,2024-01-01,24,14,True,False,39.8295,-75.4354,1,True,14.0,5.0,True,1.0,1.0,1.0
94917673,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.2194,-76.1626,1,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
79069516,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,40.0062,-76.8555,13,True,4.0,2.0,True,4.0,2.0,1.0
11479317,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,40.2122,-77.0265,13,True,12.0,8.0,True,7.0,4.0,1.05
30073996,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.9982,-76.3566,13,True,17.0,15.0,True,3.0,2.0,1.350337584396099
79748541,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,39.0496,-77.1204,7,True,23.0,22.0,True,1.0,1.0,2.0
10703530,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,39.0763,-77.1234,7,True,9.0,8.0,True,7.0,3.0,1.0
65498132,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.2387,-77.2794,7,True,8.0,6.0,True,7.0,4.0,1.0
93524977,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,39.21,-77.3167,7,True,11.0,8.0,True,6.0,5.0,1.0
93087428,personal,4,2023-12-15,7,2023-12-29,21,14,True,False,39.0763,-77.1234,7,True,20.0,14.0,True,2.0,2.0,1.5003750937734435
85897165,personal,4,2023-12-18,10,2024-01-01,24,14,True,False,39.1148,-77.0059,7,True,23.0,14.0,True,1.0,1.0,1.0
63521777,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,39.1125,-77.2515,7,True,24.0,22.0,True,1.0,1.0,2.0
62609802,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,39.9362,-75.1563,1,True,9.0,8.0,True,8.0,5.0,1.0
29586110,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,39.9772,-75.2545,1,True,3.0,2.0,True,4.0,4.0,1.0
21590309,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.9227,-75.1812,1,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
11689329,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.9207,-75.1595,1,True,10.0,8.0,True,4.0,4.0,1.0
87278356,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.978,-75.1459,1,True,9.0,7.0,True,4.0,3.0,1.0
79193020,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,39.9207,-75.1595,1,True,12.0,8.0,True,5.0,5.0,1.0
25096968,personal,5,2023-12-15,7,2023-12-22,14,7,True,False,39.9379,-75.1794,1,True,13.0,7.0,True,4.0,4.0,1.0
27962354,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.978,-75.1459,1,True,7.0,5.0,True,6.0,6.0,1.0
98705285,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,40.4001,-80.0462,27,False,,,False,,,
31691472,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,40.6068,-75.4781,1,True,9.0,8.0,True,7.0,6.0,1.0
13766694,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,41.2689,-75.8453,19,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
67520033,personal,1,2023-12-11,3,2024-01-08,31,28,False,True,40.6957,-75.2865,1,True,31.0,29.0,True,1.0,1.0,3.003003003003003
70065156,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,41.4395,-75.4313,19,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
45989712,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.8219,-75.9104,1,True,15.0,13.0,True,2.0,2.0,1.6
39391115,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.9877,-75.2485,1,True,17.0,15.0,True,2.0,2.0,1.6
55122358,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,41.4395,-75.4313,19,True,4.0,2.0,True,2.0,2.0,1.5003750937734435
64581593,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.6068,-75.4781,1,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
53044579,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,41.0367,-75.1735,1,True,24.0,21.0,True,1.0,1.0,1.2
62800650,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,40.7345,-75.6186,1,True,11.0,8.0,True,8.0,5.0,1.0
67594486,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,41.0936,-75.1187,1,True,24.0,21.0,True,1.0,1.0,1.2
25393624,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,41.4389,-75.6625,19,True,18.0,14.0,True,2.0,2.0,1.5003750937734435
32550898,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,41.2742,-75.8903,19,True,12.0,8.0,True,8.0,2.0,1.0
81657921,personal,4,2023-12-15,7,2023-12-29,21,14,True,False,40.5891,-75.4645,1,True,14.0,8.0,True,1.0,1.0,1.0
38693481,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.2495,-76.4529,7,True,17.0,15.0,True,2.0,2.0,1.200300075018755
75222772,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,39.1618,-76.6297,13,True,9.0,8.0,True,4.0,3.0,1.0
69076779,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,38.9374,-76.6375,13,True,3.0,2.0,True,4.0,4.0,1.0
79943561,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.9374,-76.6375,13,True,16.0,14.0,True,1.0,1.0,1.0
79359054,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,38.4952,-76.5349,7,True,10.0,8.0,True,6.0,4.0,1.0
49706612,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.1618,-76.6297,13,True,17.0,15.0,True,1.0,1.0,1.0
35370322,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,38.7119,-76.5367,7,True,22.0,20.0,True,1.0,1.0,2.0
31293454,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.7587,-76.9835,7,True,16.0,14.0,True,1.0,1.0,1.0
41690950,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,38.9194,-76.7871,7,True,24.0,22.0,True,1.0,1.0,2.0
10771991,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,38.9223,-76.8755,7,True,10.0,8.0,True,6.0,4.0,1.0
88494322,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,38.9223,-76.8755,7,True,10.0,8.0,True,8.0,6.0,1.125
13198214,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.4293,-76.7254,7,True,15.0,13.0,True,2.0,2.0,1.5003750937734435
95175090,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.584,-76.8942,7,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
61989344,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.3661,-76.4346,7,True,17.0,15.0,True,2.0,2.0,1.200300075018755
75630135,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.0416,-76.4377,13,True,16.0,14.0,True,1.0,1.0,1.0
17532639,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,39.1077,-76.872,13,True,8.0,6.0,True,5.0,5.0,1.0
63413541,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.6294,-76.9769,7,True,14.0,12.0,True,2.0,2.0,1.7501875468867216
37622453,personal,2,2023-12-12,4,2024-01-09,32,28,True,False,38.5257,-76.9865,7,True,29.0,26.0,True,1.0,1.0,2.5
13109340,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,38.9394,-76.3371,13,True,11.0,8.0,True,4.0,4.0,1.0
68360513,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,38.5974,-76.9903,7,True,18.0,15.0,True,2.0,2.0,1.5003750937734435
68531044,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,38.8377,-76.798,7,True,19.0,15.0,True,1.0,1.0,1.0
78796822,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,38.2495,-76.4529,7,True,12.0,8.0,True,6.0,4.0,1.0
70787117,personal,3,2023-12-14,6,2024-01-04,27,21,False,True,38.2495,-76.4529,7,True,26.0,21.0,True,1.0,1.0,2.0
35091151,personal,5,2023-12-14,6,2023-12-21,13,7,True,False,38.584,-76.8942,7,True,13.0,8.0,True,5.0,5.0,1.0
51132137,personal,3,2023-12-18,10,2024-01-08,31,21,True,False,38.6371,-76.8778,7,True,26.0,17.0,True,1.0,1.0,2.0
21378986,personal,3,2023-12-21,13,2024-01-11,34,21,False,True,39.1041,-76.619,13,True,29.0,17.0,True,1.0,1.0,2.0
66516590,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,38.6371,-76.8778,7,True,23.0,21.0,True,1.0,1.0,2.0
54254268,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,38.9149,-76.5424,13,True,10.0,8.0,True,4.0,4.0,1.0
57179563,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.1618,-76.6297,13,True,17.0,15.0,True,1.0,1.0,1.0
38918075,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.7587,-76.9835,7,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
57664984,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,42.2395,-70.8128,17,True,19.0,15.0,True,2.0,2.0,1.5003750937734435
62221895,personal,2,2023-12-13,5,2024-01-10,33,28,True,False,42.219,-71.5302,17,True,25.0,21.0,True,1.0,1.0,2.5
16182279,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,42.202,-72.6262,6,True,23.0,20.0,True,1.0,1.0,2.0
59493682,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,42.2541,-71.7746,17,True,18.0,15.0,True,2.0,2.0,1.5003750937734435
91833791,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,41.9775,-71.3298,17,True,17.0,15.0,True,3.0,2.0,1.0001875468867216
99526979,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,42.4829,-71.1574,17,True,14.0,12.0,True,2.0,2.0,1.5003750937734435
75100937,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,42.4138,-71.0052,17,True,9.0,7.0,True,8.0,4.0,1.0
14256954,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,42.3647,-71.1042,17,True,10.0,8.0,True,2.0,2.0,1.5003750937734435
70360438,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,42.2373,-71.875,17,True,10.0,8.0,True,8.0,4.0,1.0
99434458,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,42.3907,-71.0929,17,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
73104057,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,42.2303,-71.7938,17,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
17685121,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,41.9296,-71.3009,17,True,31.0,29.0,True,1.0,1.0,2.5
65347973,personal,3,2023-12-12,4,2024-01-02,25,21,False,True,42.219,-71.5302,17,True,22.0,19.0,True,1.0,1.0,2.0
16536910,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,41.9296,-71.3009,17,True,22.0,19.0,True,1.0,1.0,2.0
85293779,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,42.0794,-71.04,17,True,22.0,19.0,True,1.0,1.0,2.0
66327959,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,42.5581,-71.1723,17,True,18.0,15.0,True,6.0,2.0,1.3751875468867216
12449108,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,42.4633,-71.0111,17,True,11.0,8.0,True,8.0,4.0,1.0
93698223,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,42.3347,-71.0375,17,True,13.0,10.0,True,2.0,2.0,1.5003750937734435
66217422,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,42.0212,-71.2178,17,True,12.0,8.0,True,8.0,3.0,1.0
38682789,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,42.0212,-71.2178,17,True,19.0,15.0,True,2.0,2.0,1.5003750937734435
22815074,personal,3,2023-12-14,6,2024-01-04,27,21,True,False,42.0672,-72.5056,6,True,20.0,15.0,True,1.0,1.0,2.0
27290956,personal,3,2023-12-14,6,2024-01-04,27,21,True,False,42.1487,-72.6079,6,True,26.0,21.0,True,1.0,1.0,2.0
70483492,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,42.1253,-71.1074,17,True,13.0,11.0,True,2.0,1.0,1.5003750937734435
57191549,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,41.205,-73.7299,10,True,21.0,19.0,True,1.0,1.0,2.0
60578367,personal,2,2023-12-13,5,2024-01-10,33,28,True,False,41.136,-73.7009,10,True,19.0,15.0,True,1.0,1.0,2.5
67599722,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,40.8143,-73.3634,10,True,9.0,7.0,True,8.0,5.0,1.0
46680058,personal,1,2023-12-11,3,2024-01-08,31,28,False,True,40.7692,-74.2355,10,True,18.0,16.0,True,1.0,1.0,3.003003003003003
62429135,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,40.8456,-74.5725,10,True,23.0,20.0,True,1.0,1.0,2.0
76537848,personal,5,2023-12-18,10,2023-12-25,17,7,True,False,40.7229,-73.8473,10,True,17.0,8.0,True,8.0,5.0,1.0
70923390,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.679,-73.9644,10,True,15.0,12.0,True,3.0,3.0,1.0001875468867216
11362451,business,5,2023-12-11,3,2023-12-18,10,7,True,False,40.2418,-74.6962,1,True,7.0,5.0,True,4.0,4.0,1.0
39320303,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,40.3192,-74.4285,10,True,13.0,12.0,True,3.0,3.0,1.0001875468867216
11637019,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,40.4538,-74.4823,10,True,9.0,8.0,True,8.0,4.0,1.0
19769869,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,40.6437,-75.0966,1,True,23.0,21.0,True,1.0,1.0,2.0
37788034,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,40.7789,-74.6,10,True,21.0,19.0,True,1.0,1.0,2.0
40809082,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,40.2377,-74.7821,1,True,31.0,29.0,True,1.0,1.0,2.5
25350710,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,40.7162,-74.8152,1,True,30.0,28.0,True,1.0,1.0,2.5
52711433,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.6354,-74.2556,10,True,18.0,15.0,True,3.0,3.0,1.0001875468867216
22453141,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.3182,-74.2639,10,True,16.0,13.0,True,3.0,3.0,1.0001875468867216
83629478,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,40.2336,-74.6576,1,True,24.0,21.0,True,1.0,1.0,2.0
57989492,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.6789,-74.5605,10,True,16.0,13.0,True,2.0,2.0,1.5003750937734435
76146197,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,40.5904,-74.6267,10,True,19.0,15.0,True,2.0,2.0,1.5003750937734435
32723844,personal,2,2023-12-13,5,2024-01-10,33,28,True,False,40.6466,-74.829,1,True,24.0,20.0,True,1.0,1.0,2.5
99154748,personal,3,2023-12-14,6,2024-01-04,27,21,True,False,40.5176,-74.2754,10,True,26.0,21.0,True,1.0,1.0,2.0
23389870,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,40.8817,-73.5927,10,True,8.0,7.0,True,8.0,4.0,1.0
86777142,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,40.685,-73.5103,10,True,10.0,8.0,True,8.0,5.0,1.0
96467041,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.8143,-73.3634,10,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
70942690,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.7294,-73.6828,10,True,15.0,13.0,True,3.0,3.0,1.0001875468867216
30145138,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.6685,-73.5536,10,True,17.0,15.0,True,3.0,3.0,1.0001875468867216
29249291,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.857,-73.3146,10,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
42102320,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,40.6205,-73.7474,10,True,10.0,8.0,True,8.0,3.0,1.0
77129325,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.701,-73.6758,10,True,18.0,15.0,True,3.0,3.0,1.0001875468867216
73344763,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.6929,-73.6539,10,True,18.0,15.0,True,3.0,3.0,1.0001875468867216
20471024,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.7315,-73.4327,10,True,18.0,15.0,True,2.0,2.0,1.5003750937734435
94895483,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,40.6645,-73.7559,10,True,20.0,15.0,True,2.0,2.0,1.5003750937734435
38535136,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,41.9718,-71.1894,17,True,15.0,13.0,True,2.0,1.0,1.5003750937734435
68110823,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,42.0255,-71.0161,17,True,27.0,25.0,True,1.0,1.0,2.5
53548677,business,3,2023-12-19,11,2024-01-09,32,21,True,False,40.6664,-74.1192,10,True,24.0,14.0,True,1.0,1.0,2.0
22816481,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.7149,-74.3642,10,True,12.0,10.0,True,3.0,3.0,1.0001875468867216
72878418,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,40.7482,-74.0498,10,True,26.0,24.0,True,1.0,1.0,2.5
26974473,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,40.8789,-74.1425,10,True,22.0,20.0,True,1.0,1.0,2.0
81634710,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.7696,-74.2077,10,True,17.0,14.0,True,3.0,3.0,1.0001875468867216
10290631,personal,3,2023-12-12,4,2024-01-02,25,21,False,True,41.0495,-74.0384,10,True,23.0,20.0,True,1.0,1.0,2.0
35654326,personal,2,2023-12-13,5,2024-01-10,33,28,True,False,40.6664,-74.1192,10,True,29.0,25.0,True,1.0,1.0,2.5
66909259,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,40.7859,-74.2568,10,True,20.0,15.0,True,2.0,2.0,1.5003750937734435
80870666,personal,3,2023-12-26,18,2024-01-16,39,21,True,False,40.7946,-74.1631,10,True,32.0,15.0,True,1.0,1.0,2.0
34382975,personal,5,2023-12-28,20,2024-01-04,27,7,True,False,40.8943,-73.9772,10,True,27.0,8.0,True,8.0,3.0,1.0
66984466,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,40.709,-73.7401,10,True,23.0,21.0,True,1.0,1.0,2.0
98828318,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,40.7142,-73.7677,10,True,31.0,29.0,True,1.0,1.0,2.5
80534914,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,40.728,-73.8195,10,True,11.0,8.0,True,8.0,4.0,1.0
59002596,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.0086,-74.7896,1,True,15.0,13.0,True,2.0,2.0,1.5003750937734435
63933354,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,39.8444,-74.1973,1,True,16.0,15.0,True,2.0,2.0,1.2
18091603,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,39.9715,-74.2512,10,True,20.0,19.0,True,1.0,1.0,1.2
83678710,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,39.9683,-74.9533,1,True,4.0,3.0,True,5.0,5.0,1.0
70117027,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,39.537,-74.8895,1,True,26.0,24.0,True,1.0,1.0,2.0
25603839,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,39.9515,-74.1521,10,True,27.0,25.0,True,1.0,1.0,1.5
75623476,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,39.84,-75.0309,1,True,15.0,13.0,True,1.0,1.0,1.0
84455331,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,40.1481,-74.2137,10,True,17.0,15.0,True,2.0,2.0,1.200300075018755
62889091,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,39.76,-74.8665,1,True,11.0,8.0,True,4.0,4.0,1.0
12909340,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,40.1431,-74.7032,1,True,18.0,15.0,True,1.0,1.0,1.0
34197891,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,39.8637,-74.8223,1,True,15.0,12.0,True,1.0,1.0,1.0
28952002,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,39.9074,-75.0008,1,True,24.0,21.0,True,1.0,1.0,2.0
91982757,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,39.8954,-75.0417,1,True,23.0,20.0,True,1.0,1.0,2.0
30414857,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,39.9074,-75.0008,1,True,16.0,11.0,True,1.0,1.0,1.0
27907071,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,39.4655,-74.9653,1,True,13.0,8.0,True,2.0,2.0,1.200300075018755
47098597,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,39.9186,-75.1078,1,True,16.0,11.0,True,1.0,1.0,1.0
26561241,personal,1,2023-12-15,7,2024-01-12,35,28,False,True,39.8444,-74.1973,1,True,35.0,29.0,True,1.0,1.0,3.003003003003003
74609966,personal,5,2023-12-19,11,2023-12-26,18,7,True,False,40.0037,-75.0257,1,True,18.0,8.0,True,4.0,4.0,1.0
75087575,personal,5,2023-12-22,14,2023-12-29,21,7,True,False,39.705,-74.2604,1,True,21.0,8.0,True,7.0,6.0,1.05
42250196,personal,5,2023-12-15,7,2023-12-22,14,7,True,False,41.0118,-73.8665,10,True,14.0,8.0,True,8.0,4.0,1.0
86426359,personal,3,2023-12-10,2,2023-12-31,23,21,False,True,35.6813,-78.5975,9,True,7.0,6.0,True,1.0,1.0,2.0
60957172,personal,3,2023-12-14,6,2024-01-04,27,21,False,True,38.9252,-77.3928,7,True,27.0,22.0,True,1.0,1.0,2.0
21545804,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,35.4011,-80.8695,3,True,25.0,22.0,True,1.0,1.0,2.0
65686159,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,35.1714,-80.9084,3,True,16.0,15.0,True,2.0,2.0,1.5003750937734435
85514574,personal,2,2023-12-10,2,2024-01-07,30,28,False,True,35.22,-80.7881,3,True,28.0,27.0,True,1.0,1.0,2.0
74903311,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.3716,-80.53,3,True,10.0,8.0,True,8.0,4.0,1.0
57922365,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,35.4011,-80.8695,3,True,13.0,11.0,True,2.0,2.0,1.5003750937734435
51375328,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.2358,-80.8964,3,True,8.0,6.0,True,6.0,4.0,1.125
38659539,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,34.9251,-80.7278,3,True,24.0,22.0,True,1.0,1.0,2.0
79092121,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.2731,-80.9571,3,True,5.0,3.0,True,8.0,3.0,1.0
16791897,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,35.4011,-80.8695,3,True,24.0,22.0,True,1.0,1.0,2.0
20767237,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,35.2731,-80.9571,3,True,24.0,22.0,True,1.0,1.0,2.0
88414660,personal,1,2023-12-12,4,2024-01-09,32,28,False,True,35.0604,-80.6958,3,True,32.0,29.0,True,1.0,1.0,3.003003003003003
66367478,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,35.1936,-80.6846,3,True,12.0,8.0,True,7.0,7.0,1.0
70843522,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,35.0552,-80.8195,3,True,12.0,8.0,True,7.0,5.0,1.0
86519548,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,34.8946,-80.554,3,True,12.0,8.0,True,7.0,5.0,1.0
58644811,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,34.8946,-80.554,3,True,12.0,8.0,True,6.0,4.0,1.0
72956433,personal,3,2023-12-14,6,2024-01-04,27,21,False,True,35.3716,-80.53,3,True,27.0,22.0,True,1.0,1.0,2.0
74624107,personal,4,2023-12-15,7,2023-12-29,21,14,True,False,35.2358,-80.8964,3,True,15.0,9.0,True,1.0,1.0,1.0
97834380,personal,5,2023-12-15,7,2023-12-22,14,7,True,False,34.8946,-80.554,3,True,14.0,8.0,True,6.0,3.0,1.0
82372071,personal,3,2023-12-17,9,2024-01-07,30,21,True,False,35.0831,-80.6597,3,True,19.0,11.0,True,1.0,1.0,2.0
29852852,personal,4,2023-12-19,11,2024-01-02,25,14,True,False,35.2731,-80.9571,3,True,23.0,13.0,True,2.0,2.0,1.5003750937734435
56953807,personal,4,2023-12-26,18,2024-01-09,32,14,True,False,35.2886,-80.8209,3,True,30.0,13.0,True,1.0,1.0,1.0
17128602,personal,4,2023-12-26,18,2024-01-09,32,14,True,False,35.3573,-80.2044,3,True,28.0,11.0,True,2.0,1.0,2.0
41647560,personal,3,2023-12-28,20,2024-01-18,41,21,True,False,35.2886,-80.8209,3,True,20.0,1.0,True,1.0,1.0,2.0
68034750,personal,4,2023-12-28,20,2024-01-11,34,14,True,False,35.2834,-80.8702,3,True,25.0,6.0,True,1.0,1.0,1.0
31160423,personal,5,2023-12-28,20,2024-01-04,27,7,True,False,35.1316,-80.8577,3,True,23.0,4.0,True,6.0,4.0,1.0
30244614,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,35.0178,-80.5372,3,True,24.0,22.0,True,1.0,1.0,2.0
75161670,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.9149,-81.5398,3,False,,,False,,,
76939180,personal,2,2023-12-16,8,2024-01-13,36,28,True,False,35.3747,-81.3509,3,True,27.0,20.0,True,1.0,1.0,2.5
58818815,business,4,2023-12-12,4,2023-12-26,18,14,True,False,35.6813,-78.5975,9,True,12.0,9.0,True,2.0,2.0,1.5003750937734435
54925606,business,4,2023-12-12,4,2023-12-26,18,14,True,False,35.2276,-78.8004,9,True,17.0,14.0,True,2.0,2.0,1.5003750937734435
84606193,personal,3,2023-12-10,2,2023-12-31,23,21,False,True,35.6813,-78.5975,9,True,20.0,19.0,True,1.0,1.0,2.0
50960672,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,35.6813,-78.5975,9,True,31.0,29.0,True,1.0,1.0,2.5
64620323,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.6263,-78.8458,9,True,10.0,8.0,True,8.0,3.0,1.0
